time,f1,f2,pitch
6.09,424.604011,2584.198767,223.984979
6.1,428.664005,2537.879130,223.125531
6.11,447.611698,2463.638302,223.140732
6.13,463.518081,2382.177041,223.765756
6.14,479.879085,2294.434998,223.874918
6.15,515.608244,2041.478478,223.676075
6.16,550.887154,1916.102144,223.540949
6.18,586.916345,1871.902349,221.033006
6.19,605.478539,1789.936450,219.285715
6.2,587.528492,1794.961681,218.194294
6.21,606.503396,1356.450204,218.201966
6.76,360.111940,2962.556933,188.043080
6.79,345.600663,2938.208027,192.706297
6.81,345.061865,2560.545702,188.450323
6.83,323.394353,3113.167835,191.373749
6.86,334.716584,3457.164663,183.954392
6.88,343.951088,2634.278065,180.163584
6.89,346.277780,2537.421967,179.357200
6.9,365.323527,2643.199697,208.362428
6.91,339.200551,3505.046287,222.285014
7.64,607.561376,2396.749184,318.011484
7.65,677.500425,2285.488113,322.286027
7.66,686.608164,2172.284766,330.842979
7.68,698.653748,2090.317800,332.660478
7.69,717.847250,2036.585228,331.807255
7.7,750.657777,2021.689764,329.601178
7.71,765.164245,2012.671889,328.228956
7.73,759.890588,2001.180199,325.447822
7.74,755.867064,2010.754541,324.880431
7.75,755.700641,2012.025780,324.145496
7.76,731.201872,1981.909313,322.387318
7.78,712.764492,1950.994660,320.455643
7.79,705.888886,1951.063160,323.748058
7.8,695.888115,1956.736995,327.319633
7.81,688.524459,1936.832843,327.212382
7.83,689.715921,1924.639895,325.178108
7.84,700.229372,1832.599274,323.720395
7.85,711.948362,1690.008568,322.717056
7.86,761.524479,1655.899462,322.575316
7.88,785.170859,1652.114443,322.592112
7.89,783.684968,1658.724728,322.249905
7.9,802.062416,1684.740275,321.795159
7.91,791.970161,1722.882291,323.067542
7.93,774.529208,1761.938575,324.487558
7.94,742.888858,1693.292998,324.225503
7.95,723.680133,1651.997053,324.757825
7.96,709.152016,1662.909565,325.940056
7.98,699.920146,1691.355816,326.082857
7.99,691.852965,1608.410863,326.520080
8,686.772020,1580.196897,327.471035
8.01,693.298920,1562.704394,327.367331
8.03,702.190841,1569.861650,326.015940
8.04,697.524458,1611.752194,325.528756
8.05,693.885633,1639.815578,326.475153
8.06,686.732459,1781.204326,326.995671
8.08,685.579347,1895.011284,325.661035
8.09,694.813555,1888.042108,326.014005
8.1,691.907237,1765.652059,327.537976
8.11,676.860851,1796.107801,327.306281
8.13,659.194702,1867.352418,325.658388
8.14,638.434187,1796.429065,322.799979
8.15,640.428333,1873.821073,322.553716
8.16,650.665687,1937.235356,322.727968
8.18,655.031429,1898.381102,321.166276
8.19,659.832117,1967.168678,323.985088
8.2,685.686925,2165.968254,324.788183
8.21,670.851363,2128.647076,324.033613
8.23,639.579814,2108.292064,280.718264
8.24,672.450504,2183.579397,282.452968
8.25,718.845948,2268.450495,282.807547
8.26,797.317567,2366.533534,283.009600
8.28,856.875193,2297.316651,282.609442
8.29,868.696519,2098.527826,280.910269
8.3,882.564182,2056.242906,279.229608
8.31,904.630138,2060.132063,278.725861
8.33,917.930586,2094.904370,278.552952
8.34,906.667686,2097.816380,278.173941
8.35,897.786361,2128.410893,278.076720
8.36,900.359412,2160.882768,278.415922
8.38,915.226029,2128.680612,278.501721
8.39,944.276291,2174.597899,277.518035
8.4,951.471732,2222.280491,277.235487
8.41,927.382545,2181.421910,276.946864
8.43,898.011104,2155.698039,275.518014
8.44,890.128030,2146.073082,275.945211
8.45,883.822377,2147.176088,276.282249
8.46,884.922543,2138.060244,276.268637
8.48,892.242524,2134.672999,275.616075
8.49,886.274416,2070.761797,276.166693
8.5,880.989588,1967.235627,277.265540
8.51,884.112330,1941.393695,276.864873
8.53,885.376607,1969.042580,277.312699
8.54,878.849720,1891.289854,277.252398
8.55,867.697842,1816.377773,277.545066
8.56,865.932471,1784.929797,276.853547
8.58,869.461907,1741.819677,275.258674
8.59,866.144750,1761.806582,275.542228
8.6,853.026447,1813.823259,275.800781
8.61,849.510872,1813.253743,276.139538
8.63,855.806036,1779.001524,276.727305
8.64,859.043235,1770.693189,277.213556
8.65,854.837951,1734.023536,276.959870
8.66,861.218258,1695.988157,276.057545
8.68,861.101368,1630.916184,275.493614
8.69,847.912344,1601.669242,275.865944
8.7,844.075070,1592.612292,276.496598
8.71,850.140717,1626.821287,276.983043
8.73,857.867819,1755.510729,278.336136
8.74,848.721571,1783.898082,278.838141
8.75,827.504256,1614.228164,278.596901
8.76,824.818978,1009.358362,278.303333
8.79,786.519797,1599.058461,276.421206
8.8,778.722442,1711.544932,276.407020
8.81,765.271949,1844.176611,276.790530
8.83,754.551617,2003.582743,276.554294
8.84,755.767296,1806.033860,276.658559
8.85,774.646288,1007.565577,276.082657
8.86,425.461141,779.714116,275.921486
8.88,764.364780,1020.373295,274.980047
8.89,216.081418,789.948935,274.967269
8.91,610.311318,794.386943,274.761499
8.93,743.525069,1150.762568,274.427369
8.94,687.698526,1500.310877,274.885537
8.95,709.040629,1298.576857,275.127340
9.23,343.040274,2537.225135,275.709278
9.31,397.353654,2749.681709,268.023348
9.33,405.030075,2573.472292,263.350427
9.34,347.700049,2499.090748,262.226233
9.35,321.175320,2511.825415,260.317171
9.36,288.003568,2270.637702,257.742656
9.38,389.455089,1889.021582,267.735241
9.39,687.239295,1948.777993,274.463555
9.4,688.035403,1986.766021,277.147214
9.41,648.741190,1986.398017,278.171456
9.43,590.772625,1977.410573,276.481381
9.44,606.993196,2015.998308,272.397086
9.45,699.133027,2088.355658,267.021466
9.46,624.403093,2111.973577,261.290237
9.48,585.707755,2117.183652,254.556928
9.49,574.807712,2167.075583,252.844748
9.5,572.511774,2166.221268,252.183427
9.51,498.551367,2135.298090,253.607548
9.53,373.159289,2135.178173,255.835043
9.54,308.967703,2106.509386,253.386366
9.55,286.027010,2080.328335,247.040135
9.56,458.968650,2092.703918,267.561766
9.58,657.285774,2187.482276,267.268846
9.59,696.261722,2341.450555,267.077562
9.6,579.418134,2608.533084,272.217043
9.61,875.353371,3809.466060,273.322288
9.7,369.474932,2767.606098,218.329786
9.71,386.477830,2522.867967,216.879112
9.73,408.974807,2500.856570,218.410025
9.74,429.847493,2511.250059,218.855466
9.75,433.385559,2473.271639,218.021592
9.76,433.828299,2453.816928,216.526128
9.78,427.262338,2424.702146,214.641786
9.79,424.177354,2425.247381,214.756019
9.8,421.091918,2424.772285,215.041934
9.81,421.577582,2423.598214,214.848532
9.83,408.424951,2395.425277,220.314393
9.84,392.064274,2342.195355,220.920027
9.85,360.680555,2349.448642,224.273972
9.86,321.632213,2419.154100,229.006688
9.88,305.817646,2372.839373,234.198055
9.89,311.448665,2516.694849,234.044772
9.9,313.397751,2528.483517,231.850756
9.91,311.576789,2435.488212,229.447855
9.93,354.918551,2324.818675,217.257217
9.94,383.477289,2320.904352,214.305478
9.95,386.442625,2434.874185,211.438245
9.96,381.748483,2536.043156,210.943274
9.98,364.450227,2561.996480,212.027399
9.99,351.682684,2452.633816,213.850663
10,317.629978,2569.338719,219.499660
10.01,277.103677,2642.221249,222.156405
10.03,278.742182,2652.113682,230.605147
10.04,293.968151,2839.246752,236.595563
10.05,314.239266,2594.383780,231.279042
10.06,310.937796,2503.503003,232.485317
10.08,330.800099,2329.930459,222.841567
10.09,354.977437,2369.633639,216.787904
10.1,363.727842,2579.532262,215.151742
10.11,371.199759,2616.854121,213.897731
10.13,347.200002,2477.268398,213.105009
10.14,319.255486,2419.686160,215.562874
10.15,312.234782,2420.034472,217.979765
10.16,318.511814,2458.994131,218.153351
10.18,315.727441,2488.780801,221.354921
10.19,285.620759,2565.220551,226.757698
10.2,259.490194,2614.103734,229.233135
10.21,260.290369,2609.813906,231.441681
10.23,257.594488,2501.325641,230.229313
10.24,255.729043,2470.500633,224.988941
10.25,261.689920,2464.896626,218.551677
10.26,291.138033,2397.207601,213.210521
10.28,336.131152,2459.886146,199.367644
10.29,340.985842,2611.566498,192.182137
10.3,344.545024,2596.328653,186.488034
10.31,343.346931,2530.536992,186.823364
10.33,355.785988,2598.037510,182.386874
10.34,350.054647,2537.575584,179.702468
10.35,346.609911,2436.716295,182.446875
10.36,348.785943,2390.898509,180.207439
10.38,337.307559,2427.207271,187.042190
11.16,689.573044,2259.106099,224.591345
11.18,738.885227,2185.529766,242.945022
11.19,837.230789,2071.617104,257.819107
11.2,902.862986,2163.430091,274.808201
11.21,909.759524,2187.455309,281.971299
11.23,946.385601,2035.046848,289.795956
11.24,1014.718305,1913.688980,293.104174
11.25,1150.152001,1899.157205,296.636135
11.26,1432.737311,1833.412066,298.974362
11.28,1513.288188,2038.852828,304.192740
11.29,1440.250758,2087.558755,309.211610
11.3,1467.056855,2037.707007,312.364755
11.35,1560.244692,1617.238617,325.462109
11.36,1511.636810,1600.896326,326.838288
11.38,1293.289405,1798.012118,326.872995
11.39,1260.010088,1824.476825,327.281972
11.4,1171.850311,1895.309511,326.934575
11.41,1148.780436,1896.929416,326.750828
11.43,1057.565055,1992.284515,326.236610
11.44,1005.314876,2025.278317,326.047490
11.45,999.806040,1977.120408,326.416510
11.46,967.787086,1947.463591,326.841425
11.48,961.409213,1989.805655,328.998826
11.49,1045.521015,2056.911729,328.466961
11.61,408.911554,1938.127896,326.351913
11.63,502.138712,1984.248676,325.882716
11.64,614.725887,2036.850823,325.895136
11.65,647.059670,2087.696041,326.636915
11.66,665.661854,2151.143143,328.257731
11.68,609.983354,2112.448809,326.633801
11.69,398.764738,1869.072088,317.227598
11.73,497.879414,1977.906751,242.390344
11.74,640.560746,2052.842646,222.734242
11.75,671.895851,1983.988375,224.413566
11.76,805.809983,2140.222293,224.730375
11.78,767.134231,2508.343926,249.222977
11.79,879.002503,2401.553250,271.448947
11.8,1012.616593,2352.067445,280.983365
11.81,966.125350,2458.597286,283.262203
11.83,843.409384,2510.692336,284.139117
11.84,785.954365,2347.774277,284.130090
11.85,780.133380,2165.319022,283.354574
11.86,773.912410,2050.351233,282.858764
11.88,781.366225,2032.163408,282.665185
11.89,774.586474,2072.405772,282.875051
11.9,774.617130,2060.408885,283.495906
11.91,798.188497,2028.301094,283.465365
11.93,812.469599,1986.394236,282.474888
11.94,808.930059,2029.195061,282.973234
11.95,806.722414,2128.917037,283.657519
11.96,827.072432,2124.573657,283.740917
11.98,820.897285,2060.208270,281.653871
11.99,807.529728,1981.571319,280.906183
12,866.859005,2012.663260,280.475889
12.01,919.203298,1987.089481,280.165769
12.03,916.752636,1899.996415,278.530831
12.04,976.866647,1827.015662,277.609013
12.05,986.460422,1917.383226,276.854037
12.06,838.455652,2097.528979,277.312823
12.08,739.251547,2298.525873,282.753068
12.09,678.777768,2436.025288,286.776533
12.1,662.311412,2460.908097,290.521575
12.11,660.718849,2458.581016,293.173829
12.13,657.565647,2461.981623,294.234142
12.14,651.134585,2459.885293,291.198196
12.15,669.767911,2362.177246,286.041514
12.16,749.079502,2198.690476,279.646301
12.18,826.477766,2151.549741,276.528736
12.19,848.863562,2222.573439,275.262269
12.2,795.318312,2158.255762,277.404036
12.21,716.314467,2351.640553,279.165833
12.23,695.605413,2399.723948,281.144767
12.24,642.013946,2501.422409,285.838264
12.25,626.288701,2470.086046,290.100956
12.26,629.398349,2478.603075,292.664287
12.28,632.538504,2556.963062,293.068572
12.29,638.466660,2596.484689,289.961187
12.3,646.457628,2564.108249,285.128709
12.31,728.153880,2328.675320,278.621830
